text,sentiment,negative_reason
b'RT @BakerInstitute: TUNE IN: How will #Texans be #voting next week? Can #JoeBiden actually win the Lone Star State? How will the parties,1,
"b'@realDonaldTrump It will, #DonTheCon.\nAs soon as you call @JoeBiden to concede.\n\n#BidenHarris2020'",1,
"b'Apparently some in Govt now realise that they are on course to kill 100,000 and that a ""circuit breaker"" won\'t be https://t.co/O5eoXYzEPW'",0,crime
"b'Again, if short term rates drop, bad news, but that seem to be happening in the U.S, so the net https://t.co/OJzC08Rgzr'",0,covid19
b'What would be a good Tagline for #Lockdown2? The Relocking? Lock Harder? Revenge of the #Covid? Lockdown &amp; the https://t.co/wvxDS59V08',0,discrimination
b'RT @MCHammer: believe the Polls !!! We have won NOTHING !!! Get out and Vote We are GAINING MOMENTUM !!!! #BidenHarris2020,1,
b'Justice Dept. Is Said to Quietly Quash Inquiry Into Tamir Rice Killing - The New York Times https://t.co/LCGzprZm7z',0,others
b'The Corona Virus like Trump is a threat to America Economy \n\nPlease vote him out \nto save America \n\n#BidenHarris2020',0,covid19
b'The stuff #JoeBiden is saying right now...wake up #Democrats apparently he thinks you are all ignorant either https://t.co/irx4eOzX2A',0,covid19
b'America deserves #Trump.\nStupid people deserve a stupid president.',0,covid19
b'#Latinos4Biden very simple. Trump is a populist and populists lie and cheat and accuse the https://t.co/d68GrTtxfr',0,discrimination
b'RT @TheMattBRoberts: If you #vote ed yet... #VOTE #VOTE #VoteBlue #VoteBidenHarris2020 #vote #vote Take your ballot in or #vote,1,
"b""Make time to watch this week's episode of @VOAOurVoices with my colleague Adams FitzPatrick. #Election2020 \n\nhttps://t.co/o4ZsQ07xf9""",1,
"b""RT @Marina__Haque: @SACOV19 Hey,\n\nI'm a Doc caring for highly underserved patients in the inner-city\n\nLost a # of young &amp; old folks due",1,
b'RT @JaladahA: PUMPED Friday Night Block Party with @AlfreWoodard &amp; @RepRichmond. Host @CuyahogaDems @ShontelMBrown with @ACE500_ will,0,corruption
"b'RT @WhitchMI: @backup_rcp_1964 And with our Covid cases on the rise, I see Michiganders worrying about getting locked down again, not",0,corruption
"b'How have you done? Lose your job? About to be evicted? 4 yrs ago, America elected #Trump. Since then, the https://t.co/ULqcAfaXn6'",0,crime
b'RT @MadVoterInMN: Trump supporters out number #Biden supporters 10 to 1... This is an hour before the event starts.\n\n#BidenHarris2020,1,
"b""oh dear i had totally forgotten i'm no longer 30. my bday was last month, which i largely ignored bc #covid, and https://t.co/0cyFsrnfui""",0,discrimination
"b""RT @Endrepublicanr1: @HenryJKraven @SassyGirlBoss I think it's so ironic #MAGA call us sheep, and them lions. They can't roar with covid",0,others
"b'RT @HizbkKhan: During the Trump Presidency, the US economy grew at the remarkable speed 33.1%, the largest GDP growth ever",1,
b'This headline is borderline TREASONOUS!\n\n#NFL #NBA #Apple #Tesla #Samsung #KPop #BTS #Trump #Biden https://t.co/MRo6UdaHlE',1,
b'RT @Imwithsomeone1: The Lincoln bedroom a week after Hunter #Biden moves in.\n#Trump2020 #TrumpLandslide2020 #Trump2020,1,
b'Is it true that the #FordFoundation donated $100 million dollars to the #BLM #BlackLivesMatter movement? https://t.co/DGuVWlrxbT',1,
"b""@RSBNetwork #DemocratsAreCorrupt @GovTimWalz \nYou can't control the masses!\nThe 250 and the masses that snake https://t.co/kv4v7vN0GF""",1,
"b""How cool is this America, Detroit's #StevieWonder will be performing at this event.\n\nAs a blind man, he can still https://t.co/92xHhaMOSD""",0,crime
"b""@realDonaldTrump As for law and order. Come on now, it's you who is unhinged and ABUSING the courts to take our https://t.co/89t2qopoRe""",0,corruption
b'RT @WashoeDEMS: What do @WashoeDEMS do on #NevadaDay during a pandemic? Have a car parade of course led by @KateMarshallNV and,1,
b'RT @ProfStrachan: Estimates show that air pollution contributed to 18% of #COVID deaths in #USA\n\n29% in #CzechRepublic\n27% in #China\n26%,1,
b'@realDonaldTrump Volunteer to be a Biden Election Poll Watcher. Sign up https://t.co/6F21zsSP2E',1,
b'RT @NateMFNelson: Her tail wags every time I pull a gun out of the cabinet! She wants you to vote to protect our #SecondAmendment,1,
b'Virus exposes gaps in clunky operating system:TDR - https://t.co/jVmnc6EoF8\n\n#thailand https://t.co/wm7A1XtggT',0,others
"b""RT @JoshTheSuff: If you like #RP on #NoPixel...\n\nIf you like #twitch...\n\nIf you are #boredAF\n\nThen take a break from what you're",1,
b'@New_D_Kosher #OnePage #PlatinumPlan @rolandsmartin @icecube @aliciagarza #great #conversation about https://t.co/U2ddFAfQz6',1,
b'@FLOTUS leaving the @WhiteHouse when @JoeBiden wins... #TrumpIsLosing #BidenHarrisToSaveAmerica #Melania https://t.co/gFfz9Kff6d',1,
b'@CSPAN did JUST what #Trump always FALSELY accuses @CNN &amp; other media outlets of NOT doing. They turned the https://t.co/gbEz35jxCW',0,crime
b'RT @blvckinc_global: @Realb_jay1 @KING_SALIEU Remember when #Trump said Africa was a shit hole.. listen to this rapper elevate Africans,0,corruption
b'RT @Social411Now: @kylegriffin1 @RemoveGOPNow because EXACTLY what #TraitorTrump and #CorruptGOP are doing!\n\n#VoteThemOut,1,
b'RT @RyanSwanky: The more you know. #Election2020 #democrats #republicans #usa #democracy https://t.co/SU4GGDZH7x',1,
"b'Question came up on return to play/athletics post #covid. Differs from UK, but nevertheless, well reasoned and https://t.co/yBXEHzu4sR'",1,
b'Hunter Biden took money from China for his dad #JoeBiden \n\n#Democrats \n#Democrat https://t.co/UDzmbrwfDN',1,
"b'4 days left! say gonna vote and then People, go out and #vote #BidenHarris2020'",1,
"b'@mattgaetz Dude, you are a politician and your tweeting about canceled shows. #Trump2020 \n#TrumpIsCompromised \n#fail'",1,
"b'@realDonaldTrump WTF!!! 12.6 million people are unemployed, 227,000 dead Americans, over 1 million small https://t.co/wYzxZf1aSl'",0,covid19
"b'Donald Trump lies a lot. In fact, he lies so often that several media organizations try to keep a running tally, https://t.co/bGxo2YhudR'",0,others
b'Another #Republican now voting for #BidenHarris2020 https://t.co/y1S0v2Nl2p',1,
"b'@JoeBiden @KamalaHarris @SymoneDSanders @K_JeanPierre Are you guys even TRYING to win Florida and Texas? My god, https://t.co/p7SQJlRYrc'",1,
"b'RT @SuzGamboa: Democrat VP nominee @KamalaHarris is campaigning today in #Texas, where the race is a tossup and no #Democrat nominee has",1,
"b'@catjacarol01 Nope, they give a F at all! #VoteHimOut #BidenHarris2020 https://t.co/FHdeQ9IKwk'",1,
"b'@realDonaldTrump WTF does this guys do all day. Lie all day, and BS on twitter. #Biden'",0,covid19
"b'If #JoeBiden wins, #KamalaHarris will be our #President guaranteed!!!'",1,
"b'RT @MarkRuffalo: This is beyond explanation. These people truly are evil. To knowing, willfully separate children from their families",1,
"b'#trunalimunumaprzure\n\n#JoeBiden While yelling angrily at people in St. Paul, #Minnesota, he reminds people to be https://t.co/pqTuUCJ9CJ'",0,covid19
b'RT @JohnnyJsalsa: CSpan2 having audio problems with President Trumps Rochester Minnesota rally! This is #Bullshit this is #sabotage,0,covid19
"b'RT @BlueMark55: The Hunter Biden story is evidence of how gullible the #GOP is to Russian disinformation.\n\nBut, carry on.",0,covid19
b'#KAG #MAGA #TCOT #Trump2020 #CCOT\nEveryone MUST VOTE for #TRUMP2020ToSaveAmerica \n#SilentMajority https://t.co/BBNC8qTswb',1,
"b""RT @Costavolcano: @morethanmySLE @mmpadellan IT'S TIME TO HOLD THE GOP ACCOUNTABLE\nThey are Partners In Risking",0,corruption
b'@realDonaldTrump Why has my mother lost so much money in the trust my father left her? You are a hideous and https://t.co/cilpp6dlZf',1,
"b'In #JoeBiden,s 47 years what has he achieved other than locking up thousands of young black men. https://t.co/c1lCz3T2T7'",1,
b'#DRReiner former White house Doctor calls #Trump a liar on CNN Lies about #Covid #TrumpLiesPeopleDie',0,covid19
b'Noam Chomsky Believes Trump Is Worst Criminal in Human https://t.co/GjWkAb2lBP via https://t.co/dvGjKNa9uk',0,covid19
"b'@GOP The Hunter Biden story is a fabricated hoax created by a desperate, losing campaign.\n\nThe Trump story is https://t.co/4cZodD3UUB'",0,corruption
b'@ProjectLincoln Mad as FUCK when I read that Fat Donnie is considering an election night party in our White https://t.co/iPUPRMvjpg',0,covid19
"b'RT @rhholt: @realDonaldTrump Donald Trump for the last 4-7 months has ignored a global pandemic and allowed 225k Americans to die, our",0,discrimination
b'@AndreaR9Md Staged kiss arranged just before the Nov 3rd deadline because #trump is desparate. I wonder how he conviced her to do this?',1,
b'@Raster54 @marinjos @BostonGlobe Because? Its great that he rejects the hateful #racist #antisemite https://t.co/VFA2K5rbFw',0,discrimination
b'#VOTE IN PERSON! #VoterFraudIsREAL #VoterFraud by @TheDemocrats #Democrats #Corruption https://t.co/OAx7YfuaLG',1,
"b'The victim of #BidenCrimeFamiy, wake up, #Democrats. they left not we left them. They are gone too https://t.co/IGIb9NHkIt'",0,others
b'Lockdowns destroy societies. BoJo is operating under false pretences. This #covid is a hoax event! https://t.co/bwUS29kQmP',0,crime
b'Donald Trump is the worst jobs president in recorded history.\n#maga #Resist #tcot #potus #usa #Trump2020 https://t.co/d8eHK5QCe9',0,discrimination
"b'@EvanMcMullin Vote for history, vote for the future. #Biden2020 https://t.co/znxGgdeZbX'",1,
"#MAGA PLEASE RETWEET!! NOTE -- Is anyone having trouble https://t.co/rDqhbgX1Rn""",0,discrimination
b'@realDonaldTrump #Trump pathetic demagoguery is wearing thin even for many staunch members of the https://t.co/poiaH66mjq',0,covid19
PSA- only one candidate has seen us through a recession and can help us #buildbackbetter because the https://t.co/zF0XnyRSZc',0,covid19
"b'Oh fuck off with this scaremongering. Now they think there will be more than 85,000 deaths fron Covid in England https://t.co/l7KDPvy6rP'",0,discrimination
b'RT @LotusOak2: Gates wants to foist a #coronavirus vaccine on entire world knowing it will have deleterious side effects on millions of,1,
"b""Watch @DiamondandSilk's broadcast: LIVE: President @realDonaldTrump holds a #MAGA Peaceful Protest in Rochester, https://t.co/5pT2xHRkOU""",1,
b'RSVP. \n #JoeBiden and #HunterBiden',1,
"b'RT @CorporatePiggie: #Quote of the Day from #JoeBiden:\n""Corruption is a cancer: a cancer that eats away at a citizen\'s faith in",0,covid19
"b'An unfortunate likely reality is that in the US, with being overburdened soon, heart wrenching decisions https://t.co/ocpH3EgCQE'",0,corruption
b'ALERT: BLM and Antifa fight over which group leads - Global Pandemic News | https://t.co/Ab9mgvm2JZ',0,covid19
"b""Biden Blasts Trump's 'Mental Acuity,' Mocks Him as 'Stable Genius' Who Thinks...\nhttps://t.co/rLeXtKKOD7\n https://t.co/PeiPk033mJ""",0,crime
"b'RT @jenna92821: It had to be a @GOP Robert Lynn, a Pennsylvania #Republican arrested after trying to cast mail-in ballot",0,covid19
b'@DonaldJTrumpJr Did you see nearly 500 admirals &amp; generals most republican said your dad is a threat to our https://t.co/pTP3N6OiWw',0,discrimination
b'@tariqnasheed #OnePage #PlatinumPlan @rolandsmartin @icecube @aliciagarza #great #conversation about https://t.co/CJRerA2bDz',1,
b'RT @DemolibsRuinUSA: #LyinHidenBiden is lying about EVERYTHING!!\n\n#Trump2020 #SaveAmerica #KAG',0,crime
"b""The left can't meme #KAG https://t.co/NyluQ42UZ6""",1,
b'CENSORED: Here Are The Crimes They Are Hiding From You | Rudy Giuliani #JoeBiden |... https://t.co/mD7bVF64ft via @YouTube',0,others
b'@gtconway3d @lesliejoan58 IS THIS INSANITY ??\n\n(Bloomberg) #Trump claimed without substantiation U.S. #doctors https://t.co/8PJMdaktoQ',0,covid19
b'RT @StFilansDream: Notice this research has been censored from @BBCScotlandNews bulletins to protect Sunak. is now no doubt that,0,corruption
b'Pal of mine was stopped by the the Guards today with his partner in the car. where are you they asked. https://t.co/xkfeicAPwE',0,corruption
b'Trump is a Psychopath! He is humiliating The USA #psychotic #DonaldTrump @realDonaldTrump https://t.co/1r73QSMC7V',0,covid19
b'@realDonaldTrump Instead of continually lying about what Biden will do when he wins. Why not tell us what your https://t.co/gfxvUA31nS',0,covid19
b'RT @Jasonmarch13: @charliekirk11 only reason @realdonaldtrump is doing more than 3 rallies is because he knows he is losing and,0,corruption
"b""MSNBC's Scarborough skeptical about Biden leading Trump by 4-5% in Florida\nhttps://t.co/8AK0DG3n94\n #LeftWing #Politics #democrat #bernie""",0,others
"b'RSBN remain an anomaly, surrounded by the fake news mainstream media hacks. @RSBNetwork\n--\nA wondrous sunset - https://t.co/b3pbqmauOR'",0,others
b'And now messing with the live audio on all the channels - scumbags!!! Gov &amp; AG of Minnesota are a total disgrace!!!! #MAGA',1,
b'RT @nypl: Early voting in New York ends on Nov 1. Have you voted yet? Check your early voting deadline https://t.co/HXP0RorxSu',1,
b'Hey #Minnesota WAKE UP! Quit listening to the #Democrats trying to ruin your state! I too was a #Democrat! But https://t.co/72CivULLmf',0,discrimination
b'#Honk if you think #JoeBiden as #President is a scary thought.',0,corruption
b'RT @GoddessOfPeace8: Correction: This election is a choice btwn the AMERICAN DREAM and a CORRUPT FASCIST NIGHTMARE. You want to turn,0,covid19
"b""RT @BenevolentLew: We're being robbed. #PublicLands belong to us, but #Trump is pushing these #OilAndGas leases for less than 10% of",1,
"b'#maga, isnt this interesting? https://t.co/MqO0eAdxjT'",0,corruption
b'@realDonaldTrump Wisconsin hates Trump! #voteBlueWI #TrumpCrimeFamily',0,covid19
b'@BrettFavre @realDonaldTrump hard working tax paying citizens not your https://t.co/21VAmV0pn1',0,covid19
b'MAKE AMERICA BOMB COUNTRIES AGAIN\n#BidenHarris2020',0,discrimination
b'Lifelong Florida republican supports #BidenHarris2020\nTime to turn #Florida #BlueWave2020\nhttps://t.co/unMiUNdhXm',1,
b'@blueheartedly @SkartveitNancy I hope we will. #BlueWave',1,
"b'RT @SenTedCruz: WATCH Episode 2 of Invisible this episode, my colleagues and I talk about how the",1,
"b'Tech-savvy women could beat Covid-19 job blues in the Arab world, Hindustan Times #coronavirus https://t.co/bqwAJKT0OR'",1,
b'RT @douglasharris99: #COVID forced me &amp; my @ERA_NOLA team out of the office. Now #Zeta had forced me back into it for the first time in 7,0,discrimination
"b""Don't forget to breathe. #COVID""",1,
b'@SaveCalgary not just about deaths or hospitalization. missing the point that people who were https://t.co/lPNjnUNbdT',0,covid19
b'@GOP @realDonaldTrump The only person trump fights for is himself. \n#TrumpGenocideForProfit\n#TrumpCrimeFamily',0,crime
b'For whom did/will you vote? Please RT for greater accuracy #Poll #Trump2020 #Biden2020 #BidenHarris https://t.co/pybVa7ZanF',1,
"b""One day in hell would he be better than a day in #JoeBiden's dark winter...""",0,discrimination
"b""RT @mccandlessp: #Trump-elstiltskin: A Grim #FairyTale. It's Grim, but not quite #Grimm. Nothing decent was harmed in the making of this",0,corruption
"b'RT @ATX_PATRIOT: Facts Matter! \n\n#CDC updated the #Covid Death numbers - yet again - stop the madness, get informed and stay safe \n\n",0,covid19
"b'Belgium, hit by one of the worst #coronavirus outbreaks in Europe, has reimposed tight strict lockdown rules https://t.co/IRxmfaXakN'",0,crime
"b'RT @johnharveyphoto: People hate their belief systems being challenged, especially when belief systems or challenges against them are",0,discrimination
b'RT @TheStephenRalph: The worst Prime Minister of our lifetimes. #COVID19 #Brexit #ToryCorruption #LiarJohnson #ToryScumbags #CoronaVirus,0,covid19
b'@realDonaldTrump Another day has passed where the government fails to pass a much needed stimulus package! The https://t.co/pM9p1wnBFp',0,covid19
b'Hunter Biden emails show leveraging connections with his father to boost Burisma pay https://t.co/BgvLQWPSLa',1,
